,ID,Artist,Title,Image URL,Painting Info URL,Artist Info URL,name,artist,artist_1,artist_name,artist_name_1,content_id
3000,5772822fedc2cb3880f6d33d,Lajos Gulacsy ,Siege of a Castle,https://uploads6.wikiart.org/images/gulacsy-lajos/siege-of-a-castle-1910.jpg,https://www.wikiart.org/en/lajos-gulacsy/siege-of-a-castle-1910,https://www.wikiart.org/en/lajos-gulacsy,siege-of-a-castle-1910.jpg,gulacsy-lajos,lajos-gulacsy-,gulacsy-lajos,lajos-gulacsy-,301428
3002,5772873cedc2cb388006bd2f,Phillip King,Slant,https://uploads2.wikiart.org/images/phillip-king/slant-1966.jpg,https://www.wikiart.org/en/phillip-king/slant-1966,https://www.wikiart.org/en/phillip-king,slant-1966.jpg,phillip-king,phillip-king,phillip-king,phillip-king,330908
3003,577280afedc2cb3880f1ed8a,Sam Francis,Reefs,https://uploads1.wikiart.org/images/sam-francis/reefs-1955.jpg,https://www.wikiart.org/en/sam-francis/reefs-1955,https://www.wikiart.org/en/sam-francis,reefs-1955.jpg,sam-francis,sam-francis,sam-francis,sam-francis,292672
3012,57726e26edc2cb3880b60d55,Jackson Pollock,Mural,https://uploads0.wikiart.org/images/jackson-pollock/mural.jpg,https://www.wikiart.org/en/jackson-pollock/mural-1943-1,https://www.wikiart.org/en/jackson-pollock,mural.jpg,jackson-pollock,jackson-pollock,jackson-pollock,jackson-pollock,185563
3013,577270a8edc2cb3880bee2b9,Paul Klee,Southern (Tunisian) gardens,https://uploads4.wikiart.org/images/paul-klee/southern-tunisian-gardens-1919(1).jpg,https://www.wikiart.org/en/paul-klee/southern-tunisian-gardens-1919,https://www.wikiart.org/en/paul-klee,southern-tunisian-gardens-1919(1).jpg,paul-klee,paul-klee,paul-klee,paul-klee,202308
3014,57726e41edc2cb3880b6935f,Pieter Bruegel the Elder,Netherlandish Proverbs,https://uploads4.wikiart.org/images/pieter-bruegel-the-elder/netherlandish-proverbs-1559.jpg,https://www.wikiart.org/en/pieter-bruegel-the-elder/netherlandish-proverbs-1559,https://www.wikiart.org/en/pieter-bruegel-the-elder,netherlandish-proverbs-1559.jpg,pieter-bruegel-the-elder,pieter-bruegel-the-elder,pieter-bruegel-the-elder,pieter-bruegel-the-elder,186769
3015,58d027a8edc2c9931807f794,Claude-Joseph Vernet,Le port de La Rochelle,https://uploads8.wikiart.org/00124/images/joseph-vernet/port-la-rochellef.jpg,https://www.wikiart.org/en/claude-joseph-vernet/le-port-de-la-rochelle,https://www.wikiart.org/en/claude-joseph-vernet,port-la-rochellef.jpg,joseph-vernet,claude-joseph-vernet,joseph-vernet,claude-joseph-vernet,9223372032559813229
3016,57728346edc2cb3880fa8594,Christo Coetzee,Et in Arcadia Ego,https://uploads8.wikiart.org/images/christo-coetzee/et-in-arcadia-ego-1964.jpg,https://www.wikiart.org/en/christo-coetzee/et-in-arcadia-ego-1964,https://www.wikiart.org/en/christo-coetzee,et-in-arcadia-ego-1964.jpg,christo-coetzee,christo-coetzee,christo-coetzee,christo-coetzee,307694
3017,5772850aedc2cb3880ffc245,Otto Gustav Carlsund,Musician with accordion/Blue bar,https://uploads1.wikiart.org/images/otto-gustav-carlsund/musician-with-accordion-blue-bar-1926.jpg,https://www.wikiart.org/en/otto-gustav-carlsund/musician-with-accordion-blue-bar-1926,https://www.wikiart.org/en/otto-gustav-carlsund,musician-with-accordion-blue-bar-1926.jpg,otto-gustav-carlsund,otto-gustav-carlsund,otto-gustav-carlsund,otto-gustav-carlsund,317363
3022,57728440edc2cb3880fd3c53,Romare Bearden,Patchwork Quilt,https://uploads5.wikiart.org/images/romare-bearden/patchwork-quilt-1970.jpg,https://www.wikiart.org/en/romare-bearden/patchwork-quilt-1970,https://www.wikiart.org/en/romare-bearden,patchwork-quilt-1970.jpg,romare-bearden,romare-bearden,romare-bearden,romare-bearden,313036
3026,57727d5bedc2cb3880e750c0,Andrea del Sarto,Charity,https://uploads3.wikiart.org/images/andrea-del-sarto/charity.jpg,https://www.wikiart.org/en/andrea-del-sarto/charity,https://www.wikiart.org/en/andrea-del-sarto,charity.jpg,andrea-del-sarto,andrea-del-sarto,andrea-del-sarto,andrea-del-sarto,274063
3027,577283d0edc2cb3880fbe33c,Jock Macdonald,Fluctuating Planes,https://uploads8.wikiart.org/images/jock-macdonald/fluctuating-planes-1952.jpg,https://www.wikiart.org/en/jock-macdonald/fluctuating-planes-1952,https://www.wikiart.org/en/jock-macdonald,fluctuating-planes-1952.jpg,jock-macdonald,jock-macdonald,jock-macdonald,jock-macdonald,310471
3030,57728a0fedc2cb38800fc5bd,Jean Cocteau,Poster for the 1911 Ballet Russe season showing Nijinsky in costume for &#39;Le Spectre de la Rose&#39;,https://uploads0.wikiart.org/images/jean-cocteau/poster-for-the-1911-ballet-russe-season-showing-nijinsky-in-costume-for-le-spectre-de-la-rose-1911.jpg,https://www.wikiart.org/en/jean-cocteau/poster-for-the-1911-ballet-russe-season-showing-nijinsky-in-costume-for-le-spectre-de-la-rose-1911,https://www.wikiart.org/en/jean-cocteau,poster-for-the-1911-ballet-russe-season-showing-nijinsky-in-costume-for-le-spectre-de-la-rose-1911.jpg,jean-cocteau,jean-cocteau,jean-cocteau,jean-cocteau,362118
3031,57728669edc2cb3880042b36,Briton Riviere,His Only Friend,https://uploads8.wikiart.org/images/briton-riviere/his-only-friend-1871(1).jpg,https://www.wikiart.org/en/briton-riviere/his-only-friend-1871,https://www.wikiart.org/en/briton-riviere,his-only-friend-1871(1).jpg,briton-riviere,briton-riviere,briton-riviere,briton-riviere,324989
3039,57728348edc2cb3880fa8786,Christo Coetzee,Boland Bride,https://uploads3.wikiart.org/images/christo-coetzee/boland-bride-1998.jpg,https://www.wikiart.org/en/christo-coetzee/boland-bride-1998,https://www.wikiart.org/en/christo-coetzee,boland-bride-1998.jpg,christo-coetzee,christo-coetzee,christo-coetzee,christo-coetzee,307725
3042,57728376edc2cb3880fab1b0,Lovis Corinth,Nana-Female Nude,https://uploads5.wikiart.org/images/lovis-corinth/nana-female-nude-1911.jpg,https://www.wikiart.org/en/lovis-corinth/nana-female-nude-1911,https://www.wikiart.org/en/lovis-corinth,nana-female-nude-1911.jpg,lovis-corinth,lovis-corinth,lovis-corinth,lovis-corinth,308464
3046,577280b2edc2cb3880f1f0cc,Sam Francis,Toward Disappearance III,https://uploads2.wikiart.org/images/sam-francis/toward-disappearance-iii-1958.jpg,https://www.wikiart.org/en/sam-francis/toward-disappearance-iii-1958,https://www.wikiart.org/en/sam-francis,toward-disappearance-iii-1958.jpg,sam-francis,sam-francis,sam-francis,sam-francis,292724
3049,577287baedc2cb3880080d48,Peter Alexander,Contoy,https://uploads6.wikiart.org/images/peter-alexander/contoy-1988.jpg,https://www.wikiart.org/en/peter-alexander/contoy-1988,https://www.wikiart.org/en/peter-alexander,contoy-1988.jpg,peter-alexander,peter-alexander,peter-alexander,peter-alexander,334021
3051,577286eeedc2cb3880059c32,Charles Blackman,Room at Twilight,https://uploads8.wikiart.org/images/charles-blackman/room-at-twilight-1963.jpg,https://www.wikiart.org/en/charles-blackman/room-at-twilight-1963,https://www.wikiart.org/en/charles-blackman,room-at-twilight-1963.jpg,charles-blackman,charles-blackman,charles-blackman,charles-blackman,328705
3059,5772873cedc2cb388006bcef,Phillip King,Nile,https://uploads1.wikiart.org/images/phillip-king/nile-1967.jpg,https://www.wikiart.org/en/phillip-king/nile-1967,https://www.wikiart.org/en/phillip-king,nile-1967.jpg,phillip-king,phillip-king,phillip-king,phillip-king,330904
3062,577280dcedc2cb3880f28970,Claes Oldenburg,Pastry Case,https://uploads2.wikiart.org/images/claes-oldenburg/pastry-case-1961.jpg,https://www.wikiart.org/en/claes-oldenburg/pastry-case-1961,https://www.wikiart.org/en/claes-oldenburg,pastry-case-1961.jpg,claes-oldenburg,claes-oldenburg,claes-oldenburg,claes-oldenburg,293690
3063,57728904edc2cb38800c7184,Edward Krasinski,Object,https://uploads7.wikiart.org/images/edward-krasinski/object-1960.jpg,https://www.wikiart.org/en/edward-krasinski/object-1960,https://www.wikiart.org/en/edward-krasinski,object-1960.jpg,edward-krasinski,edward-krasinski,edward-krasinski,edward-krasinski,342982
3066,57728224edc2cb3880f6c0eb,Carlo Carra,Pursuit,https://uploads3.wikiart.org/images/carlo-carra/pursuit-1915.jpg,https://www.wikiart.org/en/carlo-carra/pursuit-1915,https://www.wikiart.org/en/carlo-carra,pursuit-1915.jpg,carlo-carra,carlo-carra,carlo-carra,carlo-carra,301088
3068,5772845aedc2cb3880fdb7df,Rene Duvillier,Anubis,https://uploads8.wikiart.org/images/rene-duvillier/anubis-1987(1).jpg,https://www.wikiart.org/en/rene-duvillier/anubis-1987,https://www.wikiart.org/en/rene-duvillier,anubis-1987(1).jpg,rene-duvillier,rene-duvillier,rene-duvillier,rene-duvillier,313436
3074,57727ffdedc2cb3880efd959,Tivadar Kosztka Csontvary,Rendez-vous of Lovers,https://uploads4.wikiart.org/images/tivadar-kosztka-csontvary/rendez-vous-of-lovers-1902.jpg,https://www.wikiart.org/en/tivadar-kosztka-csontvary/rendez-vous-of-lovers-1902,https://www.wikiart.org/en/tivadar-kosztka-csontvary,rendez-vous-of-lovers-1902.jpg,tivadar-kosztka-csontvary,tivadar-kosztka-csontvary,tivadar-kosztka-csontvary,tivadar-kosztka-csontvary,288453
3082,58b510d6edc2c9d5485066cf,Carolus-Duran,Portrait of Madame Marie Clerc,https://uploads8.wikiart.org/00121/images/carolus-duran/portrait-of-madame-marie-clerc-1974.jpg,https://www.wikiart.org/en/carolus-duran/portrait-of-madame-marie-clerc-1874,https://www.wikiart.org/en/carolus-duran,portrait-of-madame-marie-clerc-1974.jpg,carolus-duran,carolus-duran,carolus-duran,carolus-duran,9223372032559812452
3083,577270a7edc2cb3880bee159,Paul Klee,Puppet theater,https://uploads2.wikiart.org/images/paul-klee/puppet-theater-1923(1).jpg,https://www.wikiart.org/en/paul-klee/puppet-theater-1923,https://www.wikiart.org/en/paul-klee,puppet-theater-1923(1).jpg,paul-klee,paul-klee,paul-klee,paul-klee,202286
3087,577286cbedc2cb38800569bf,Leonor Fini,Ideal Life,https://uploads6.wikiart.org/images/leonor-fini/ideal-life-1950.jpg,https://www.wikiart.org/en/leonor-fini/ideal-life-1950,https://www.wikiart.org/en/leonor-fini,ideal-life-1950.jpg,leonor-fini,leonor-fini,leonor-fini,leonor-fini,327336
3102,57728371edc2cb3880faaa86,Gerard Fromanger,Drapeau fran&#231;aise (Le Rouge),https://uploads0.wikiart.org/images/gerard-fromanger/drapeau-fran-aise-le-rouge-1968.jpg,https://www.wikiart.org/en/gerard-fromanger/drapeau-fran-aise-le-rouge-1968,https://www.wikiart.org/en/gerard-fromanger,drapeau-fran-aise-le-rouge-1968.jpg,gerard-fromanger,gerard-fromanger,gerard-fromanger,gerard-fromanger,308341
3104,57728000edc2cb3880efdcff,Oscar Dominguez,Caja con Piano y Toro,https://uploads3.wikiart.org/images/oscar-dominguez/caja-con-piano-y-toro-1936.jpg,https://www.wikiart.org/en/oscar-dominguez/caja-con-piano-y-toro-1936,https://www.wikiart.org/en/oscar-dominguez,caja-con-piano-y-toro-1936.jpg,oscar-dominguez,oscar-dominguez,oscar-dominguez,oscar-dominguez,288519
3105,57727751edc2cb3880d45b7b,Giovanni Battista Tiepolo,St James the Greater Conquering the Moors,https://uploads6.wikiart.org/images/giovanni-battista-tiepolo/st-james-the-greater-conquering-the-moors-1750.jpg,https://www.wikiart.org/en/giovanni-battista-tiepolo/st-james-the-greater-conquering-the-moors-1750,https://www.wikiart.org/en/giovanni-battista-tiepolo,st-james-the-greater-conquering-the-moors-1750.jpg,giovanni-battista-tiepolo,giovanni-battista-tiepolo,giovanni-battista-tiepolo,giovanni-battista-tiepolo,241031
3106,577280dcedc2cb3880f28990,Claes Oldenburg,"Two Cheeseburgers, with Everything (Dual Hamburgers)",https://uploads4.wikiart.org/images/claes-oldenburg/two-cheeseburgers-with-everything-dual-hamburgers-1962.jpg,https://www.wikiart.org/en/claes-oldenburg/two-cheeseburgers-with-everything-dual-hamburgers-1962,https://www.wikiart.org/en/claes-oldenburg,two-cheeseburgers-with-everything-dual-hamburgers-1962.jpg,claes-oldenburg,claes-oldenburg,claes-oldenburg,claes-oldenburg,293692
3117,57727bb2edc2cb3880e23943,David Teniers the Younger,A Monkey Encampment,https://uploads2.wikiart.org/images/david-teniers-the-younger/a-monkey-encampment-1633.jpg,https://www.wikiart.org/en/david-teniers-the-younger/a-monkey-encampment-1633,https://www.wikiart.org/en/david-teniers-the-younger,a-monkey-encampment-1633.jpg,david-teniers-the-younger,david-teniers-the-younger,david-teniers-the-younger,david-teniers-the-younger,264462
3118,57727f6bedc2cb3880edff5b,Raoul Ubac,Le combat de Penth&#233;sil&#233;e,https://uploads1.wikiart.org/images/raoul-ubac/le-combat-de-penth-sil-e-1937.jpg,https://www.wikiart.org/en/raoul-ubac/le-combat-de-penth-sil-e-1937,https://www.wikiart.org/en/raoul-ubac,le-combat-de-penth-sil-e-1937.jpg,raoul-ubac,raoul-ubac,raoul-ubac,raoul-ubac,285153
3119,59c8e3f6edc2c942f022b9da,Albin Egger-Lienz,Der Totentanz Von Anno Neun,https://uploads1.wikiart.org/00151/images/albin-egger-lienz/albin-egger-lienz-002.jpg,https://www.wikiart.org/en/albin-egger-lienz/der-totentanz-von-anno-neun-1908,https://www.wikiart.org/en/albin-egger-lienz,albin-egger-lienz-002.jpg,albin-egger-lienz,albin-egger-lienz,albin-egger-lienz,albin-egger-lienz,9223372032559823918
3124,5772867cedc2cb388004491c,Adolph Menzel,Clara Schmidt von Knobelsdorff ready to go out,https://uploads2.wikiart.org/images/adolph-menzel/clara-schmidt-von-knobelsdorff-ready-to-go-out-1848(1).jpg,https://www.wikiart.org/en/adolph-menzel/clara-schmidt-von-knobelsdorff-ready-to-go-out-1848,https://www.wikiart.org/en/adolph-menzel,clara-schmidt-von-knobelsdorff-ready-to-go-out-1848(1).jpg,adolph-menzel,adolph-menzel,adolph-menzel,adolph-menzel,325574
3135,590a5e2cedc2c95b34ded0df,David Morier,"William Kerr, 4th Marquess of Lothian on a Charger",https://uploads2.wikiart.org/00130/images/david-morier/william-kerr-4th-marquess-of-lothian-on-a-charger-by-david-morier.jpg,https://www.wikiart.org/en/david-morier/william-kerr-4th-marquess-of-lothian-on-a-charger-1751,https://www.wikiart.org/en/david-morier,william-kerr-4th-marquess-of-lothian-on-a-charger-by-david-morier.jpg,david-morier,david-morier,david-morier,david-morier,9223372032559820178
3136,5772700eedc2cb3880bc82ee,Francisco de Zurbaran,Birth of the Virgin,https://uploads4.wikiart.org/images/francisco-zurbaran/birth-of-the-virgin-1629.jpg,https://www.wikiart.org/en/francisco-de-zurbaran/birth-of-the-virgin-1629,https://www.wikiart.org/en/francisco-de-zurbaran,birth-of-the-virgin-1629.jpg,francisco-zurbaran,francisco-de-zurbaran,francisco-zurbaran,francisco-de-zurbaran,198627
3138,57727f6bedc2cb3880ee003b,Raoul Ubac,T&#234;te du Mannequin d&#39;Andre Masson,https://uploads0.wikiart.org/images/raoul-ubac/t-te-du-mannequin-d-andre-masson-1937.jpg,https://www.wikiart.org/en/raoul-ubac/t-te-du-mannequin-d-andre-masson-1937,https://www.wikiart.org/en/raoul-ubac,t-te-du-mannequin-d-andre-masson-1937.jpg,raoul-ubac,raoul-ubac,raoul-ubac,raoul-ubac,285167
3139,57728268edc2cb3880f77f3d,Leon Spilliaert,The Crossing,https://uploads3.wikiart.org/images/leon-spilliaert/the-crossing-1913.jpg,https://www.wikiart.org/en/leon-spilliaert/the-crossing-1913,https://www.wikiart.org/en/leon-spilliaert,the-crossing-1913.jpg,leon-spilliaert,leon-spilliaert,leon-spilliaert,leon-spilliaert,302793
3140,5772878aedc2cb3880076e67,Warren Rohrer,Edge 4,https://uploads4.wikiart.org/images/warren-rohrer/edge-4-1985.jpg,https://www.wikiart.org/en/warren-rohrer/edge-4-1985,https://www.wikiart.org/en/warren-rohrer,edge-4-1985.jpg,warren-rohrer,warren-rohrer,warren-rohrer,warren-rohrer,332775
3143,57728323edc2cb3880f9fac1,Lajos Tihanyi,Nudes,https://uploads3.wikiart.org/images/lajos-tihanyi/nudes-1907.jpg,https://www.wikiart.org/en/lajos-tihanyi/nudes-1907,https://www.wikiart.org/en/lajos-tihanyi,nudes-1907.jpg,lajos-tihanyi,lajos-tihanyi,lajos-tihanyi,lajos-tihanyi,306972
3149,58b1af34edc2c937ccc19af2,Consuelo Hern&#225;ndez,Winter in the Gran Teatro Cervantes of Tanger,https://uploads1.wikiart.org/00121/images/consuelo-hernandez/invierno-en-el-gran-teatro-cervantes-de-t-nger-leo-lienzo-tabla-160x-120-2011.jpg,https://www.wikiart.org/en/consuelo-hernandez/winter-in-the-gran-teatro-cervantes-of-tanger,https://www.wikiart.org/en/consuelo-hernandez,invierno-en-el-gran-teatro-cervantes-de-t-nger-leo-lienzo-tabla-160x-120-2011.jpg,consuelo-hernandez,consuelo-hern&#225;ndez,consuelo-hernandez,consuelo-hern&#225;ndez,9223372032559812394
3150,57728649edc2cb388003a7d7,Anne-Louis Girodet,Revolt in Cairo (on) 21 October 1798,https://uploads4.wikiart.org/images/anne-louis-girodet/revolt-in-cairo-on-21-october-1798-1810(1).jpg,https://www.wikiart.org/en/anne-louis-girodet/revolt-in-cairo-on-21-october-1798-1810,https://www.wikiart.org/en/anne-louis-girodet,revolt-in-cairo-on-21-october-1798-1810(1).jpg,anne-louis-girodet,anne-louis-girodet,anne-louis-girodet,anne-louis-girodet,324426
3155,577286a9edc2cb388004e2ba,Horace Vernet,A Saddled Race Horse Tied to a Fence,https://uploads1.wikiart.org/images/horace-vernet/a-saddled-race-horse-tied-to-a-fence-1828(1).jpg,https://www.wikiart.org/en/horace-vernet/a-saddled-race-horse-tied-to-a-fence-1828,https://www.wikiart.org/en/horace-vernet,a-saddled-race-horse-tied-to-a-fence-1828(1).jpg,horace-vernet,horace-vernet,horace-vernet,horace-vernet,326579
3158,57728418edc2cb3880fca917,David Bomberg,Vision of Ezekiel,https://uploads6.wikiart.org/images/david-bomberg/vision-of-ezekiel-1912.jpg,https://www.wikiart.org/en/david-bomberg/vision-of-ezekiel-1912,https://www.wikiart.org/en/david-bomberg,vision-of-ezekiel-1912.jpg,david-bomberg,david-bomberg,david-bomberg,david-bomberg,312182
3159,58d13a10edc2c94f90aaa277,Vasyl Sedlyar,Likbez,https://uploads5.wikiart.org/00124/images/vasyl-sedlyar/likbez-1920c-1.JPG,https://www.wikiart.org/en/vasyl-sedlyar/likbez-1920,https://www.wikiart.org/en/vasyl-sedlyar,likbez-1920c-1.JPG,vasyl-sedlyar,vasyl-sedlyar,vasyl-sedlyar,vasyl-sedlyar,9223372032559813383
3161,57727f02edc2cb3880eccc95,Julius LeBlanc Stewart,Reading,https://uploads8.wikiart.org/images/julius-leblanc-stewart/reading-1884(1).jpg,https://www.wikiart.org/en/julius-leblanc-stewart/reading-1884,https://www.wikiart.org/en/julius-leblanc-stewart,reading-1884(1).jpg,julius-leblanc-stewart,julius-leblanc-stewart,julius-leblanc-stewart,julius-leblanc-stewart,283177
3162,57727de7edc2cb3880e91e43,David Wilkie,Distraining for Rent,https://uploads2.wikiart.org/images/david-wilkie/distraining-for-rent-1815(1).jpg,https://www.wikiart.org/en/david-wilkie/distraining-for-rent-1815,https://www.wikiart.org/en/david-wilkie,distraining-for-rent-1815(1).jpg,david-wilkie,david-wilkie,david-wilkie,david-wilkie,277177
3164,57728168edc2cb3880f45c14,George Segal,The Costume Party,https://uploads5.wikiart.org/images/george-segal/the-costume-party-1972.jpg,https://www.wikiart.org/en/george-segal/the-costume-party-1972,https://www.wikiart.org/en/george-segal,the-costume-party-1972.jpg,george-segal,george-segal,george-segal,george-segal,296781
3165,5772874eedc2cb388006d31d,Sadamasa Motonaga,Sakuhin (Eau),https://uploads4.wikiart.org/images/sadamasa-motonaga/sakuhin-eau-1956.jpg,https://www.wikiart.org/en/sadamasa-motonaga/sakuhin-eau-1956,https://www.wikiart.org/en/sadamasa-motonaga,sakuhin-eau-1956.jpg,sadamasa-motonaga,sadamasa-motonaga,sadamasa-motonaga,sadamasa-motonaga,331531
3168,57726e4eedc2cb3880b6a59b,Rogier van der Weyden,Braque Family Triptych,https://uploads4.wikiart.org/images/rogier-van-der-weyden/braque-family-triptych-1450(1).jpg,https://www.wikiart.org/en/rogier-van-der-weyden/braque-family-triptych-1450,https://www.wikiart.org/en/rogier-van-der-weyden,braque-family-triptych-1450(1).jpg,rogier-van-der-weyden,rogier-van-der-weyden,rogier-van-der-weyden,rogier-van-der-weyden,187278
3170,57727fb9edc2cb3880eecc61,David Smith,Steel Drawing I,https://uploads2.wikiart.org/images/david-smith/steel-drawing-i-1945.jpg,https://www.wikiart.org/en/david-smith/steel-drawing-i-1945,https://www.wikiart.org/en/david-smith,steel-drawing-i-1945.jpg,david-smith,david-smith,david-smith,david-smith,287084
3176,57728323edc2cb3880f9fab1,Lajos Tihanyi,Nude,https://uploads2.wikiart.org/images/lajos-tihanyi/nude-1910.jpg,https://www.wikiart.org/en/lajos-tihanyi/nude-1910,https://www.wikiart.org/en/lajos-tihanyi,nude-1910.jpg,lajos-tihanyi,lajos-tihanyi,lajos-tihanyi,lajos-tihanyi,306971
3179,57726e89edc2cb3880b75d96,Amedeo Modigliani,Anna Akhmatova,https://uploads3.wikiart.org/images/amedeo-modigliani/anna-akhmatova-1911-1(1).jpg,https://www.wikiart.org/en/amedeo-modigliani/anna-akhmatova-1911-1,https://www.wikiart.org/en/amedeo-modigliani,anna-akhmatova-1911-1(1).jpg,amedeo-modigliani,amedeo-modigliani,amedeo-modigliani,amedeo-modigliani,189463
3183,57728668edc2cb38800428e4,Angel Planells,Dona i cap d’home,https://uploads1.wikiart.org/images/angel-planells/dona-i-cap-d-home-1931(1).jpg,https://www.wikiart.org/en/angel-planells/dona-i-cap-d-home-1931,https://www.wikiart.org/en/angel-planells,dona-i-cap-d-home-1931(1).jpg,angel-planells,angel-planells,angel-planells,angel-planells,324952
3184,5772869dedc2cb388004cfe6,Alexandre Jacovleff,Self-portrait,https://uploads3.wikiart.org/images/alexandre-yevgenievich-jacovleff/self-portrait-1917.jpg,https://www.wikiart.org/en/alexandre-jacovleff/self-portrait-1917,https://www.wikiart.org/en/alexandre-jacovleff,self-portrait-1917.jpg,alexandre-yevgenievich-jacovleff,alexandre-jacovleff,alexandre-yevgenievich-jacovleff,alexandre-jacovleff,326211
3187,5917051aedc2cc64a4c3620c,Vytautas Kairiukstis,Ant Ežero,https://uploads6.wikiart.org/00132/images/vytautas-kairiukstis/ant-e-ero-1922-3.jpg,https://www.wikiart.org/en/vytautas-kairiukstis/ant-ezero-1922,https://www.wikiart.org/en/vytautas-kairiukstis,ant-e-ero-1922-3.jpg,vytautas-kairiukstis,vytautas-kairiukstis,vytautas-kairiukstis,vytautas-kairiukstis,9223372032559820304
3188,57728953edc2cb38800d476a,Jacob Epstein,The Rock Drill,https://uploads3.wikiart.org/images/jacob-epstein/the-rock-drill-1914.jpg,https://www.wikiart.org/en/jacob-epstein/the-rock-drill-1914,https://www.wikiart.org/en/jacob-epstein,the-rock-drill-1914.jpg,jacob-epstein,jacob-epstein,jacob-epstein,jacob-epstein,346681
3195,577274ebedc2cb3880cceba0,Joan Miro,Painting,https://uploads8.wikiart.org/images/joan-miro/not_detected_227973.jpg,https://www.wikiart.org/en/joan-miro/not_detected_227973,https://www.wikiart.org/en/joan-miro,not,joan-miro,joan-miro,joan-miro,joan-miro,227970
3196,57727ffdedc2cb3880efd929,Tivadar Kosztka Csontvary,Pilgrimage to the Cedars in Lebanon,https://uploads0.wikiart.org/images/tivadar-kosztka-csontvary/pilgrimage-to-the-cedars-in-lebanon-1907.jpg,https://www.wikiart.org/en/tivadar-kosztka-csontvary/pilgrimage-to-the-cedars-in-lebanon-1907,https://www.wikiart.org/en/tivadar-kosztka-csontvary,pilgrimage-to-the-cedars-in-lebanon-1907.jpg,tivadar-kosztka-csontvary,tivadar-kosztka-csontvary,tivadar-kosztka-csontvary,tivadar-kosztka-csontvary,288450
3201,577286ceedc2cb3880056df3,Johann Georg Pinzel,Our Lady,https://uploads3.wikiart.org/images/johann-georg-pinzel/our-lady-1758.jpg,https://www.wikiart.org/en/johann-georg-pinzel/our-lady-1758,https://www.wikiart.org/en/johann-georg-pinzel,our-lady-1758.jpg,johann-georg-pinzel,johann-georg-pinzel,johann-georg-pinzel,johann-georg-pinzel,327449
3204,57727a6bedc2cb3880de7333,Joseph Wright,Self-Portrait at the Age of about Fifty,https://uploads5.wikiart.org/images/joseph-wright/self-portrait-at-the-age-of-about-fifty.jpg,https://www.wikiart.org/en/joseph-wright/self-portrait-at-the-age-of-about-fifty,https://www.wikiart.org/en/joseph-wright,self-portrait-at-the-age-of-about-fifty.jpg,joseph-wright,joseph-wright,joseph-wright,joseph-wright,258198
3208,577281c3edc2cb3880f59092,Max Pechstein,Dawn,https://uploads2.wikiart.org/images/max-pechstein/dawn-1911.jpg,https://www.wikiart.org/en/max-pechstein/dawn-1911,https://www.wikiart.org/en/max-pechstein,dawn-1911.jpg,max-pechstein,max-pechstein,max-pechstein,max-pechstein,298773
3216,57727f43edc2cb3880ed7d39,Helen Frankenthaler,Tutti-Fruitti,https://uploads8.wikiart.org/images/helen-frankenthaler/tutti-fruitti-1966.jpg,https://www.wikiart.org/en/helen-frankenthaler/tutti-fruitti-1966,https://www.wikiart.org/en/helen-frankenthaler,tutti-fruitti-1966.jpg,helen-frankenthaler,helen-frankenthaler,helen-frankenthaler,helen-frankenthaler,284625
3217,59ae567cedc2c9cdd86fe052,Quentin Matsys,Ill-matched Lovers,https://uploads1.wikiart.org/00148/images/quentin-matsys/ill-matched-lovers-e10886.jpg,https://www.wikiart.org/en/quentin-matsys/ill-matched-lovers-1525,https://www.wikiart.org/en/quentin-matsys,ill-matched-lovers-e10886.jpg,quentin-matsys,quentin-matsys,quentin-matsys,quentin-matsys,9223372032559823468
3218,57728985edc2cb38800de8c6,Medardo Rosso,Carne altrui,https://uploads1.wikiart.org/images/medardo-rosso/carne-altrui-1884.jpg,https://www.wikiart.org/en/medardo-rosso/carne-altrui-1884,https://www.wikiart.org/en/medardo-rosso,carne-altrui-1884.jpg,medardo-rosso,medardo-rosso,medardo-rosso,medardo-rosso,348036
3221,57727d86edc2cb3880e7e490,Judith Leyster,Laughing Children with a Cat,https://uploads0.wikiart.org/images/judith-leyster/laughing-children-with-a-cat-1629.jpg,https://www.wikiart.org/en/judith-leyster/laughing-children-with-a-cat-1629,https://www.wikiart.org/en/judith-leyster,laughing-children-with-a-cat-1629.jpg,judith-leyster,judith-leyster,judith-leyster,judith-leyster,274989
3223,57726ff4edc2cb3880bc58cc,Anthony van Dyck,Charles I in Three Positions,https://uploads5.wikiart.org/images/anthony-van-dyck/charles-i-in-three-positions-1636(1).jpg,https://www.wikiart.org/en/anthony-van-dyck/charles-i-in-three-positions-1636,https://www.wikiart.org/en/anthony-van-dyck,charles-i-in-three-positions-1636(1).jpg,anthony-van-dyck,anthony-van-dyck,anthony-van-dyck,anthony-van-dyck,197983
3226,577284a2edc2cb3880fe7a47,Sven Lukin,Pink Butress,https://uploads7.wikiart.org/images/sven-lukin/pink-butress-1966.jpg,https://www.wikiart.org/en/sven-lukin/pink-butress-1966,https://www.wikiart.org/en/sven-lukin,pink-butress-1966.jpg,sven-lukin,sven-lukin,sven-lukin,sven-lukin,315104
